fb_gene_id,fb_symbol, early_FPKM , late_FPKM , epidermis_FPKM , glia_FPKM , gut_FPKM , muscle_FPKM , neuron_FPKM , trachea_FPKM ,polii.embryo14,polii.embryo17,polii.larvae,polii.epidermis,polii.glia,polii.gut,polii.muscle,polii.neuron,polii.trachea,min_tissue_tss_ratio,max_tissue_tss_ratio,tbp.embryo14,tbp.embryo17,tfiib.embryo14,tfiib.embryo17,tfiif.embryo14,tfiif.embryo17,below_bg_tissues,above_bg_tissues,polii_group_tissues,whole_embryo_pol_status,intact_diff_expression
FBgn0027556,CG4928, 0.5 , 78.7 , 52.4 , 49.6 , 75.6 , 39.4 , 36.6 , 91.1 ,3.21,3.52,3.26,2.63,-0.38,1.71,0.45,0.02,-0.67,-0.67,2.63,3.62,0.42,2.44,3.48,2.64,2.72,2,2,Recruitment regulated,Above 2-fold,Yes
FBgn0039264,CG11786, 1.0 , 54.5 , 47.7 , 49.5 , 11.8 , 34.7 , 30.7 , 131.9 ,-0.89,-3.19,-2.50,-0.32,-1.22,-0.31,-1.85,-0.61,2.55,-1.85,2.55,-1.29,-0.32,0.15,0.42,0.60,0.32,5,1,Recruitment regulated,  Below background,Yes
FBgn0250871,pot, 0.4 , 47.2 , 53.7 , 46.8 , 68.3 , 34.8 , 36.6 , 51.4 ,3.47,3.65,4.09,4.34,0.53,3.80,1.79,0.14,3.32,0.14,4.34,4.85,2.03,2.08,2.34,3.03,1.82,0,4,Unclassified,Above 2-fold,Yes
FBgn0050456,CG30456, 0.1 , 21.3 , 18.0 , 16.6 , 32.5 , 11.6 , 36.3 , 65.2 ,3.98,4.83,4.76,-1.07,-0.75,1.03,1.89,-0.87,0.21,-1.07,1.89,4.47,3.26,1.17,1.77,1.46,1.28,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0260388,CG42514, 1.0 , 24.7 , 26.4 , 22.4 , 29.6 , 34.6 , 30.5 , 38.5 ,3.58,4.76,4.07,1.77,0.14,1.64,3.39,-0.63,0.64,-0.63,3.39,3.41,1.86,2.35,3.25,2.39,2.93,1,3,Recruitment regulated,Above 2-fold,No
FBgn0034731,CG10384, 0.1 , 10.9 , 28.8 , 21.3 , 16.0 , 27.1 , 35.5 , 17.0 ,2.89,5.90,5.24,3.92,3.74,0.89,1.68,4.48,1.64,0.89,4.48,2.21,1.35,-0.04,1.63,0.81,0.83,0,5,Unclassified,Above 2-fold,Yes
FBgn0037125,CG14573, 0.9 , 162.6 , 31.6 , 14.9 , 31.4 , 34.5 , 13.3 , 96.8 ,-1.28,-0.52,-2.17,-4.16,-2.56,-1.81,-3.90,-1.10,-1.91,-4.16,-1.10,2.20,-0.32,1.64,1.31,3.16,0.95,6,0,No Pol II,  Below background,Yes
FBgn0083951,CG34115, 0.2 , 87.6 , 51.7 , 45.8 , 23.7 , 32.6 , 35.1 , 108.0 ,2.58,1.34,0.71,3.12,-0.41,2.41,-0.14,0.21,1.87,-0.41,3.12,2.97,1.28,0.99,0.51,0.44,0.36,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0085334,CG34305, 0.5 , 123.6 , 83.7 , 72.4 , 45.2 , 34.4 , 38.8 , 27.0 ,0.30,0.04,1.40,-0.53,-0.95,-2.87,-0.10,-1.82,-2.66,-2.87,-0.10,1.49,0.08,1.46,1.90,1.92,1.04,6,0,No Pol II, Low,Yes
FBgn0031627,CG15630, 0.1 , 15.7 , 21.7 , 59.4 , 14.4 , 21.0 , 34.8 , 22.7 ,1.84,3.52,2.74,2.71,2.58,1.07,0.81,2.32,1.04,0.81,2.71,2.53,1.03,0.90,0.35,2.14,0.11,0,5,Unclassified,Above 2-fold,Yes
FBgn0031653,Jon25Biii, 0.7 , 244.1 , 20.6 , 32.1 , 16.0 , 34.3 , 4.3 , 7.4 ,0.36,2.95,2.61,-4.69,-1.36,-2.44,-3.99,-1.85,-1.49,-4.69,-1.36,0.78,1.11,1.08,4.98,2.31,4.56,6,0,No Pol II, Low,Yes
FBgn0036639,CG4229, 0.3 , 290.7 , 39.9 , 16.4 , 50.0 , 34.3 , 16.0 , 38.0 ,-0.13,-0.85,-2.54,-2.33,0.16,-1.28,-0.28,-1.34,-0.91,-2.33,0.16,1.70,0.25,2.10,1.95,3.38,1.86,5,0,No Pol II,  Below background,Yes
FBgn0053970,CG33970, 0.1 , 70.7 , 50.5 , 47.6 , 54.7 , 31.6 , 34.4 , 45.7 ,4.72,4.46,4.71,4.90,1.13,4.20,2.38,0.32,2.08,0.32,4.90,3.51,0.45,2.57,1.84,2.61,1.54,0,5,Unclassified,Above 2-fold,Yes
FBgn0037174,CG14457, 0.9 , 37.3 , 38.1 , 52.4 , 50.6 , 34.2 , 125.1 , 145.4 ,-0.65,-0.03,0.41,-1.73,-0.45,-1.50,-1.75,-1.29,-0.72,-1.75,-0.45,2.00,1.66,0.53,0.38,1.14,0.13,6,0,No Pol II,  Below background,Yes
FBgn0031563,CG10031, 0.3 , 50.5 , 58.7 , 22.2 , 33.7 , 33.6 , 14.9 , 22.5 ,0.29,2.29,1.11,-0.33,-0.33,-0.34,2.69,-0.07,0.18,-0.34,2.69,2.72,1.05,1.37,1.91,2.36,1.98,4,1,Recruitment regulated, Low,Yes
FBgn0035976,PGRP-LC, 0.5 , 14.5 , 44.5 , 34.4 , 43.0 , 33.6 , 32.2 , 36.0 ,4.28,5.09,5.14,4.23,1.15,3.40,3.68,0.49,2.33,0.49,4.23,5.27,4.10,1.99,2.12,2.14,1.72,0,5,Unclassified,Above 2-fold,No
FBgn0032719,CG17321, 0.6 , 17.0 , 27.8 , 20.1 , 17.7 , 24.8 , 34.4 , 20.7 ,2.44,5.01,4.57,3.20,3.14,0.69,2.52,3.85,0.55,0.55,3.85,5.08,4.81,1.01,1.37,1.62,1.05,0,4,Unclassified,Above 2-fold,Yes
FBgn0260657,CG42540, 0.3 , 15.1 , 30.3 , 20.0 , 24.0 , 21.1 , 34.4 , 26.1 ,2.57,5.74,5.02,4.12,4.16,1.40,2.17,4.68,1.53,1.40,4.68,4.29,3.18,3.44,6.21,3.26,4.18,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0035779,CG8562, 0.4 , 127.3 , 22.1 , 23.5 , 36.0 , 33.2 , 32.5 , 51.7 ,0.66,1.37,0.86,-1.28,-0.94,0.35,0.61,-0.49,0.19,-1.28,0.61,1.42,0.07,1.34,2.18,2.17,1.20,3,0,No Pol II, Low,Yes
FBgn0031012,CG8051, 0.2 , 31.1 , 27.2 , 30.9 , 35.7 , 38.2 , 34.3 , 47.5 ,2.23,3.59,3.03,1.08,-0.74,1.39,2.83,-1.21,-0.85,-1.21,2.83,3.44,1.51,1.81,2.37,2.42,1.96,3,3,Recruitment regulated,Above 2-fold,Yes
FBgn0023179,amon, 0.1 , 16.0 , 28.0 , 28.8 , 22.7 , 28.2 , 34.3 , 28.2 ,3.38,5.79,5.03,3.71,3.89,2.04,2.25,4.60,2.07,2.04,4.60,2.75,0.96,1.51,3.24,2.13,3.04,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0030396,CG2556, 1.0 , 37.6 , 23.4 , 31.2 , 45.2 , 18.6 , 34.2 , 66.6 ,4.75,5.56,4.96,4.63,1.48,3.67,3.19,1.19,3.24,1.19,4.63,3.98,1.65,3.17,4.50,4.08,3.87,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0038641,CG7708, 0.1 , 17.0 , 22.8 , 16.5 , 15.6 , 20.0 , 34.0 , 18.9 ,2.24,4.17,3.73,2.49,3.13,1.71,1.53,3.42,0.72,0.72,3.42,1.76,0.36,0.65,1.12,0.97,0.90,0,5,Unclassified,Above 2-fold,Yes
FBgn0261803,CG42749, 0.8 , 43.2 , 32.6 , 31.8 , 34.6 , 32.7 , 30.8 , 186.4 ,0.28,0.60,-1.00,-1.66,-0.78,-0.25,-11.52,0.33,1.71,-11.52,1.71,1.64,0.04,0.93,0.70,1.29,0.57,4,1,Recruitment regulated, Low,Yes
FBgn0028886,CG15279, 0.2 , 35.6 , 39.6 , 48.4 , 52.8 , 28.5 , 33.7 , 57.4 ,4.14,3.63,4.09,4.43,0.49,3.93,2.46,0.74,2.95,0.49,4.43,4.80,0.89,2.98,2.77,4.28,2.78,0,4,Unclassified,Above 2-fold,Yes
FBgn0259245,CG42343, 0.1 , 7.1 , 24.6 , 18.4 , 16.4 , 22.9 , 33.6 , 27.6 ,1.84,4.02,3.57,2.12,2.48,0.63,0.16,3.38,0.56,0.16,3.38,0.92,0.25,-0.66,1.31,-0.15,0.79,0,3,Unclassified,Above 2-fold,Yes
FBgn0046302,CG10650, 0.3 , 123.9 , 30.4 , 35.9 , 40.8 , 31.5 , 33.6 , 58.1 ,3.74,5.14,4.69,-0.95,-0.03,1.68,2.35,-0.71,1.15,-0.95,2.35,3.36,1.58,1.59,2.31,2.12,1.18,3,3,Recruitment regulated,Above 2-fold,Yes
FBgn0035280,Cpr62Bb, 0.3 , 50.3 , 38.9 , 32.5 , 20.2 , 32.4 , 21.9 , 24.1 ,-0.91,-0.56,-0.36,0.46,-0.78,-1.87,0.51,-0.92,-0.28,-1.87,0.51,1.28,-0.04,1.94,1.29,2.78,1.28,4,0,No Pol II,  Below background,Yes
FBgn0035611,CG13285, 0.6 , 156.0 , 44.5 , 48.5 , 40.7 , 32.4 , 25.6 , 135.7 ,0.60,1.15,0.52,-1.08,-0.47,-0.36,-1.57,0.59,-1.92,-1.92,0.59,1.95,0.29,1.90,2.66,2.68,2.27,5,0,No Pol II, Low,Yes
FBgn0024980,Syx4, 0.2 , 24.6 , 36.4 , 41.7 , 58.6 , 32.3 , 75.0 , 103.3 ,1.36,2.38,2.13,0.34,-0.12,0.70,2.01,-0.98,0.48,-0.98,2.01,2.37,0.23,1.30,2.30,1.09,2.09,2,1,Recruitment regulated,Above 2-fold,No
FBgn0033362,CG8172, 0.2 , 16.5 , 31.9 , 38.9 , 17.8 , 21.7 , 33.5 , 68.6 ,3.32,2.51,3.10,2.92,0.07,2.74,1.77,-0.09,2.46,-0.09,2.92,3.25,0.74,1.21,0.83,1.72,0.33,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0040601,CG13643, 0.1 , 35.2 , 35.0 , 30.3 , 34.3 , 32.2 , 25.6 , 30.5 ,1.47,1.61,1.33,-1.12,-1.93,1.02,0.37,-1.07,-0.67,-1.93,1.02,1.44,-0.62,0.99,1.65,1.33,1.27,4,1,Recruitment regulated,Above 2-fold,No
FBgn0038466,CG8907, 0.7 , 92.7 , 38.4 , 43.9 , 82.4 , 41.4 , 33.4 , 121.1 ,3.24,4.58,4.03,-0.47,-0.10,1.52,2.04,-0.61,0.66,-0.61,2.04,3.22,1.39,1.96,3.41,2.66,2.81,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0051323,CG31323, 0.2 , 19.6 , 28.0 , 24.4 , 21.2 , 32.1 , 32.3 , 22.6 ,3.80,5.36,5.02,4.29,3.75,1.25,2.83,4.25,0.61,0.61,4.29,2.58,0.56,1.62,2.15,2.21,2.00,0,5,Unclassified,Above 2-fold,No
FBgn0032798,CG10132, 0.8 , 26.1 , 34.4 , 30.5 , 29.7 , 40.9 , 33.1 , 25.6 ,4.18,4.79,4.44,3.92,3.52,1.97,4.23,4.20,1.85,1.85,4.23,3.45,2.08,1.51,2.20,2.84,1.98,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0013467,igl, 0.2 , 67.2 , 59.3 , 40.2 , 32.6 , 58.3 , 33.0 , 30.3 ,2.44,5.03,4.48,3.91,3.44,1.30,0.77,3.97,0.67,0.67,3.97,2.56,1.82,0.98,1.99,1.97,2.06,0,4,Unclassified,Above 2-fold,Yes
FBgn0034396,CG15097, 0.3 , 19.3 , 30.3 , 31.9 , 29.0 , 31.9 , 36.0 , 28.0 ,5.17,6.47,6.10,5.45,4.45,4.41,4.67,4.62,3.68,3.68,5.45,3.60,2.23,2.67,3.26,3.01,2.36,0,6,Elongation regulated,Above 2-fold,No
FBgn0031064,CG12531, 0.2 , 13.4 , 30.1 , 26.3 , 19.6 , 31.9 , 43.8 , 26.2 ,0.59,3.36,2.59,2.84,2.23,0.48,0.97,3.12,0.52,0.48,3.12,1.99,0.41,0.79,1.40,1.28,1.28,0,3,Unclassified, Low,Yes
FBgn0037130,Syn1, 0.6 , 21.3 , 31.9 , 28.5 , 23.3 , 31.8 , 25.9 , 25.6 ,4.21,5.45,5.33,5.12,3.84,3.88,3.97,4.23,3.32,3.32,5.12,7.15,4.72,6.80,7.59,6.39,7.05,0,6,Elongation regulated,Above 2-fold,No
FBgn0085413,CG34384, 0.3 , 8.6 , 18.9 , 21.4 , 17.4 , 26.0 , 32.8 , 22.3 ,2.84,5.34,4.84,4.58,4.19,2.07,2.85,4.79,1.90,1.90,4.79,3.61,1.84,1.24,2.46,2.56,3.13,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0000056,Adhr, 0.7 , 16.3 , 24.6 , 23.4 , 27.6 , 31.6 , 39.9 , 15.9 ,3.01,5.58,5.68,5.94,4.08,4.68,5.03,6.14,4.26,4.08,6.14,4.14,2.75,4.41,7.13,4.99,6.53,0,6,Elongation regulated,Above 2-fold,No
FBgn0028879,CG15270, 0.1 , 7.7 , 22.3 , 23.2 , 19.1 , 28.8 , 32.7 , 21.1 ,2.68,4.92,4.04,3.77,3.72,1.60,2.14,4.28,1.73,1.60,4.28,2.10,0.90,0.61,1.21,1.23,0.86,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0263994,CG43737, 0.0 , 11.3 , 23.4 , 18.1 , 17.7 , 22.9 , 32.6 , 18.9 ,1.97,4.81,4.15,4.09,3.33,0.55,0.53,4.02,0.54,0.53,4.09,3.16,1.66,2.56,4.56,3.07,3.90,0,3,Unclassified,Above 2-fold,Yes
FBgn0036597,CG4962, 0.3 , 150.9 , 48.5 , 36.2 , 50.4 , 31.4 , 21.1 , 38.9 ,0.45,-0.39,-0.58,-2.84,-1.84,0.10,-1.56,-0.79,-0.64,-2.84,0.10,2.21,-0.11,1.19,0.86,1.64,0.31,5,0,No Pol II, Low,Yes
FBgn0038130,CG8630, 0.5 , 71.9 , 91.8 , 27.2 , 92.8 , 40.2 , 32.4 , 76.6 ,2.03,3.15,3.66,-0.68,-0.78,-1.91,0.31,-1.77,0.33,-1.91,0.33,3.38,-0.02,2.03,1.17,2.70,1.37,4,0,No Pol II,Above 2-fold,Yes
FBgn0050411,CG30411, 0.2 , 71.4 , 22.9 , 87.2 , 47.6 , 22.7 , 32.3 , 33.9 ,2.75,3.97,3.61,-2.27,-0.60,0.82,0.30,-1.70,-0.76,-2.27,0.82,3.84,2.47,1.72,3.20,2.88,2.97,4,0,No Pol II,Above 2-fold,Yes
FBgn0027570,Nep2, 0.7 , 65.8 , 48.4 , 51.3 , 38.1 , 39.8 , 32.3 , 130.4 ,4.24,4.53,4.23,4.19,1.12,4.22,3.32,1.65,2.84,1.12,4.22,5.14,2.64,4.40,5.54,5.20,5.45,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0000024,Ace, 0.1 , 15.1 , 22.5 , 40.2 , 16.1 , 25.7 , 32.3 , 18.9 ,4.04,5.89,5.34,4.73,4.47,2.96,2.38,5.22,3.27,2.38,5.22,5.47,4.56,2.38,3.27,2.65,2.38,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0034011,CG8160, 0.5 , 24.4 , 25.2 , 14.0 , 12.0 , 31.3 , 6.9 , 12.4 ,0.23,2.17,2.25,0.34,0.04,0.47,1.33,0.34,-0.87,-0.87,1.33,0.85,0.76,1.36,3.37,1.66,1.84,1,1,Recruitment regulated, Low,Yes
FBgn0033958,CG12858, 0.1 , 25.8 , 33.2 , 22.5 , 19.0 , 31.2 , 39.5 , 27.0 ,0.95,3.43,2.79,2.48,2.48,0.75,0.06,3.00,0.24,0.06,3.00,2.61,1.87,0.37,1.33,1.59,1.05,0,3,Unclassified, Low,Yes
FBgn0013307,Odc1, 0.2 , 28.2 , 27.0 , 13.0 , 20.3 , 31.2 , 12.1 , 14.1 ,-0.47,1.99,1.38,-4.75,-1.76,-1.67,-1.24,-1.16,-2.00,-4.75,-1.16,0.65,0.10,-0.43,1.61,0.59,1.38,6,0,No Pol II,  Below background,Yes
FBgn0264087,Slob, 0.1 , 10.9 , 23.3 , 32.8 , 22.3 , 30.9 , 34.5 , 32.9 ,1.81,3.78,3.25,4.18,3.42,1.46,2.71,3.96,1.75,1.46,4.18,3.41,2.60,1.69,2.65,1.75,1.78,0,6,Elongation regulated,Above 2-fold,No
FBgn0004620,GluRIIA, 0.9 , 14.0 , 24.6 , 22.8 , 16.9 , 47.4 , 31.9 , 16.4 ,4.00,3.24,3.73,1.66,0.02,0.94,3.88,0.00,-0.05,-0.05,3.88,4.50,2.12,0.50,0.28,0.59,0.53,2,2,Recruitment regulated,Above 2-fold,Yes
FBgn0051337,CG31337, 0.1 , 19.8 , 37.1 , 19.5 , 21.4 , 30.7 , 10.6 , 17.4 ,0.45,1.92,1.31,-1.39,0.24,-0.09,0.20,0.33,0.28,-1.39,0.33,-1.02,-0.03,0.04,1.27,0.19,0.96,2,0,No Pol II, Low,Yes
FBgn0037989,CG14741, 0.1 , 10.4 , 25.9 , 40.6 , 23.0 , 36.0 , 31.9 , 39.2 ,3.77,4.01,4.16,3.81,1.44,3.18,3.12,1.47,2.55,1.44,3.81,5.19,3.53,2.67,2.59,2.92,1.84,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0262636,Lin29, 0.3 , 13.5 , 33.2 , 27.4 , 28.7 , 30.5 , 44.7 , 26.9 ,0.47,2.40,1.83,1.83,1.40,0.44,1.23,1.64,0.32,0.32,1.83,0.78,-0.11,0.97,0.90,1.45,1.16,0,4,Unclassified, Low,Yes
FBgn0037323,CG2663, 0.5 , 157.1 , 60.9 , 70.6 , 42.6 , 49.6 , 31.9 , 82.3 ,3.31,2.06,1.67,3.81,-0.25,2.93,0.96,0.05,2.64,-0.25,3.81,4.23,0.15,1.83,1.20,2.37,0.92,1,3,Recruitment regulated,Above 2-fold,Yes
FBgn0038596,CG14312, 0.3 , 39.5 , 31.3 , 20.7 , 16.8 , 30.3 , 17.2 , 15.3 ,0.90,2.27,1.61,2.01,1.88,1.67,1.67,2.63,1.82,1.67,2.63,1.75,-0.24,1.82,1.52,4.07,1.31,0,6,Elongation regulated, Low,No
FBgn0051051,CG31051, 0.3 , 11.3 , 24.8 , 19.6 , 23.6 , 30.2 , 16.3 , 20.1 ,0.95,1.95,1.44,1.45,0.80,-0.51,1.30,1.39,1.33,-0.51,1.45,0.33,-0.24,0.68,-0.03,0.75,0.11,1,4,Recruitment regulated, Low,Yes
FBgn0038839,CG10830, 0.2 , 50.2 , 35.2 , 24.8 , 21.8 , 43.0 , 31.8 , 21.4 ,3.15,5.13,4.42,3.38,3.35,1.30,1.89,3.78,0.81,0.81,3.78,3.74,2.84,1.25,2.28,1.56,1.41,0,5,Unclassified,Above 2-fold,Yes
FBgn0034662,CG13492, 0.1 , 63.0 , 23.3 , 33.7 , 41.4 , 31.3 , 31.6 , 70.2 ,2.53,3.93,3.65,-2.36,-0.21,-0.34,-2.06,-0.89,-1.24,-2.36,-0.21,3.96,2.25,4.16,6.33,4.21,5.71,6,0,No Pol II,Above 2-fold,Yes
FBgn0052677,X11Lbeta, 0.4 , 11.1 , 22.9 , 22.5 , 19.7 , 23.1 , 31.4 , 20.2 ,3.09,5.80,5.37,4.23,3.61,1.14,2.15,4.19,1.99,1.14,4.23,3.83,3.44,0.75,2.54,1.16,2.16,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0039380,CG5890, 0.1 , 12.1 , 15.8 , 13.6 , 9.5 , 20.5 , 31.4 , 11.7 ,2.75,5.27,4.54,4.51,4.12,1.55,1.84,4.74,1.24,1.24,4.74,3.25,2.05,1.04,1.47,1.48,1.51,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0015801,Reg-5, 0.9 , 30.4 , 39.8 , 45.4 , 27.6 , 28.3 , 31.3 , 50.1 ,4.24,4.90,5.09,3.76,1.07,2.89,3.23,-0.19,2.63,-0.19,3.76,6.34,4.83,3.51,3.96,4.18,3.61,1,5,Recruitment regulated,Above 2-fold,Yes
FBgn0030976,CG7378, 0.2 , 23.3 , 34.7 , 22.8 , 29.5 , 47.0 , 31.3 , 24.8 ,2.06,3.78,3.95,0.36,1.16,1.13,1.86,1.24,-1.27,-1.27,1.86,4.55,3.16,2.53,3.10,3.29,2.39,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0035539,slow, 0.5 , 43.0 , 37.2 , 42.8 , 25.6 , 31.5 , 30.9 , 23.6 ,3.75,3.14,2.27,4.38,1.06,3.38,2.88,1.37,2.77,1.06,4.38,2.40,0.01,1.49,1.31,2.08,0.89,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0029864,CG15894, 0.1 , 11.4 , 20.1 , 18.1 , 16.5 , 18.5 , 30.8 , 21.7 ,3.26,5.82,5.21,3.46,3.94,1.97,2.35,4.70,1.87,1.87,4.70,3.50,2.22,1.24,3.00,1.37,2.44,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0027585,CG8740, 0.1 , 36.3 , 52.8 , 42.9 , 50.2 , 32.1 , 30.7 , 65.1 ,4.24,4.19,4.29,4.64,0.44,3.94,1.85,0.82,3.04,0.44,4.64,4.10,1.38,1.40,1.02,2.46,1.55,0,4,Unclassified,Above 2-fold,Yes
FBgn0030244,CG2157, 0.6 , 121.7 , 40.5 , 52.0 , 63.5 , 29.5 , 31.8 , 44.6 ,1.30,0.55,0.00,-0.27,0.27,2.05,0.78,-0.19,1.32,-0.27,2.05,2.87,0.60,1.04,0.73,2.20,0.84,2,2,Recruitment regulated,Above 2-fold,No
FBgn0039085,CG10170, 0.1 , 18.1 , 13.2 , 16.8 , 19.1 , 11.4 , 30.5 , 41.1 ,1.02,2.33,1.84,-2.79,-1.17,-1.12,0.16,-0.70,-0.74,-2.79,0.16,2.69,0.30,1.22,2.75,1.19,1.89,5,0,No Pol II,Above 2-fold,Yes
FBgn0029810,CG12239, 0.5 , 9.2 , 21.7 , 13.9 , 16.0 , 29.4 , 14.1 , 13.4 ,-1.33,-0.92,-1.48,-2.00,-1.23,-0.93,-2.00,-0.78,-1.32,-2.00,-0.78,-0.97,-0.14,-1.05,0.35,-0.82,0.27,6,0,No Pol II,  Below background,Yes
FBgn0010019,Cyp4g1, 0.6 , 43.8 , 32.6 , 31.6 , 17.6 , 29.4 , 13.0 , 23.3 ,-0.29,-1.29,-0.84,0.42,-0.29,-0.30,-1.52,-0.58,-0.26,-1.52,0.42,-0.69,-0.29,0.24,0.23,0.95,0.27,5,0,No Pol II,  Below background,No
FBgn0051632,sens-2, 0.7 , 16.0 , 21.4 , 55.5 , 19.5 , 24.3 , 30.5 , 28.0 ,1.92,3.18,2.80,-0.93,0.22,0.59,0.41,0.54,0.20,-0.93,0.59,2.66,0.97,0.80,1.30,0.25,0.87,1,0,No Pol II,Above 2-fold,Yes
FBgn0259226,CG42326, 0.4 , 19.4 , 25.4 , 24.7 , 23.0 , 29.2 , 21.2 , 39.9 ,0.62,0.86,0.84,-0.07,0.55,-0.83,0.40,-0.32,0.22,-0.83,0.55,2.28,0.59,1.47,1.07,2.05,1.31,3,0,No Pol II, Low,Yes
FBgn0033791,Drl-2, 0.1 , 7.0 , 19.2 , 16.7 , 14.7 , 19.3 , 30.4 , 15.4 ,3.01,5.47,4.83,3.88,3.78,1.93,1.64,4.57,0.72,0.72,4.57,2.99,1.25,0.79,1.96,1.73,1.19,0,5,Unclassified,Above 2-fold,Yes
FBgn0040699,CG15024, 0.5 , 216.1 , 55.9 , 24.9 , 62.6 , 24.9 , 30.4 , 50.0 ,1.25,-0.03,-1.04,1.40,-0.58,-0.02,-5.32,-1.33,-0.36,-5.32,1.40,3.24,0.03,2.70,1.89,3.98,1.84,5,1,Recruitment regulated,Above 2-fold,Yes
FBgn0263038,CG43333, 0.1 , 20.9 , 37.5 , 59.9 , 16.6 , 27.2 , 30.4 , 32.7 ,1.67,0.20,0.20,3.64,-0.13,3.17,0.52,-0.26,2.91,-0.26,3.64,0.82,-0.27,0.21,-0.27,-0.13,-0.57,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0039648,CG14515, 0.3 , 88.0 , 34.8 , 34.5 , 17.8 , 28.9 , 25.6 , 18.2 ,-0.95,-2.67,-2.55,-2.22,-1.54,0.75,0.24,-0.17,-1.59,-2.22,0.75,0.53,-0.52,0.07,-0.26,1.04,-0.08,4,0,No Pol II,  Below background,Yes
FBgn0039862,kek6, 0.9 , 9.9 , 16.7 , 14.4 , 10.8 , 10.7 , 30.3 , 14.8 ,1.60,4.72,3.93,3.88,3.54,1.04,-1.45,3.97,1.00,-1.45,3.97,3.81,3.36,0.38,0.98,0.49,0.43,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0051100,CG31100, 0.2 , 35.4 , 36.2 , 42.1 , 62.2 , 23.5 , 30.2 , 38.1 ,3.15,2.95,2.99,3.61,0.53,3.13,1.18,0.56,3.15,0.53,3.61,3.31,0.17,2.13,1.91,3.27,1.75,0,4,Unclassified,Above 2-fold,Yes
FBgn0039620,wat, 0.5 , 62.8 , 53.1 , 49.2 , 59.2 , 39.3 , 30.1 , 152.7 ,1.11,0.81,0.98,-0.90,-0.39,0.19,-0.13,-0.91,2.10,-0.91,2.10,0.71,-0.72,0.29,1.20,0.80,0.51,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0030729,CG12507, 0.1 , 36.1 , 37.8 , 19.1 , 15.3 , 28.4 , 11.5 , 15.7 ,0.38,-0.32,-0.83,-2.59,-1.16,-2.53,-1.19,-1.37,-1.04,-2.59,-1.04,-1.16,-0.67,-0.35,-0.20,-0.29,-0.47,6,0,No Pol II, Low,Yes
FBgn0031835,CG11319, 0.1 , 11.3 , 22.5 , 10.4 , 10.3 , 13.5 , 29.9 , 10.6 ,3.30,5.42,5.10,4.64,3.89,2.34,2.88,4.86,1.15,1.15,4.86,4.99,4.56,1.06,1.66,1.62,1.20,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0033423,CG1809, 0.2 , 76.4 , 24.5 , 31.0 , 37.9 , 28.3 , 27.9 , 46.0 ,0.70,2.21,2.35,-1.92,-0.96,-0.18,-2.23,-0.44,-0.51,-2.23,-0.18,0.99,-0.16,0.27,1.61,1.01,1.12,6,0,No Pol II, Low,Yes
FBgn0051259,CG31259, 0.1 , 57.6 , 21.0 , 22.6 , 41.6 , 22.1 , 29.7 , 63.6 ,2.43,3.46,3.21,-0.89,-0.06,0.90,1.95,-0.13,0.13,-0.89,1.95,2.52,0.64,0.70,1.81,1.44,1.66,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0035192,CG9194, 0.2 , 17.0 , 25.0 , 26.3 , 15.9 , 53.0 , 29.6 , 18.9 ,4.11,3.27,3.93,-1.35,-0.09,1.18,4.09,-0.80,0.49,-1.35,4.09,3.81,1.34,1.64,0.95,1.36,0.85,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0004577,Pxd, 0.3 , 36.8 , 32.2 , 26.0 , 24.6 , 28.2 , 22.0 , 25.8 ,0.83,0.09,-0.46,1.33,-0.36,0.76,-1.43,-0.77,-0.98,-1.43,1.33,1.78,-0.09,0.16,0.33,0.65,0.26,4,1,Recruitment regulated, Low,No
FBgn0053517,Dop2R, 0.0 , 6.4 , 16.4 , 14.5 , 12.0 , 15.5 , 29.6 , 14.7 ,2.56,5.19,4.49,2.96,3.22,0.88,0.82,3.71,1.10,0.82,3.71,2.73,0.75,0.47,1.97,0.68,1.25,0,4,Unclassified,Above 2-fold,Yes
